lepton-pT,lepton-eta,lepton-phi,missing-energy-magnitude,missing-energy-phi,jet-1-pt,jet-1-eta,jet-1-phi,jet-1-b-tag,jet-2-pt,jet-2-eta,jet-2-phi,jet-2-b-tag,jet-3-pt,jet-3-eta,jet-3-phi,jet-3-b-tag,jet-4-pt,jet-4-eta,jet-4-phi,jet-4-b-tag,m-jj,m-jjj,m-lv,m-jlv,m-bb,m-wbb,m-wwbb,!class-yes,!class-no
0.725814044476,0.792756438255,-1.24424278736,0.451252937317,0.708265841007,1.07766723633,-0.112911649048,0.00515025202185,2.1730761528,0.776950478554,1.27741670609,-1.63140571117,0.0,0.765533387661,-0.213735550642,1.28578186035,0.0,0.667422413826,-0.497656136751,-1.1023222208,1.55098068714,1.16578054428,0.856822729111,0.988194167614,0.903099298477,0.785500586033,0.926892995834,0.771236777306,1.0,0.0
0.911934316158,1.5076495409,1.4624761343,0.318181008101,-1.54817080498,0.587019085884,1.55364537239,0.607201874256,0.0,0.880191385746,0.15353731811,-1.45386016369,2.21487212181,1.08727169037,1.06425356865,0.140808299184,0.0,1.74717652798,0.806545078754,-0.678924322128,3.10196137428,0.654417097569,0.942832767963,0.984832465649,0.694741010666,0.857427895069,0.888725936413,0.795984506607,1.0,0.0
0.69214040041,0.0359826870263,0.285060435534,0.687662184238,-1.13891518116,0.286455780268,0.448548734188,-0.900250017643,2.1730761528,0.430086344481,-0.309807926416,-1.04217636585,2.21487212181,0.339300423861,1.84433686733,-1.39702343941,0.0,0.414765805006,-0.346915155649,-0.110691606998,0.0,0.744697391987,0.595520198345,0.989448130131,0.530142486095,0.214630737901,0.399353355169,0.413876861334,1.0,0.0
0.857397556305,0.683671951294,-1.25533998013,0.666316449642,-0.678410232067,0.756400763988,0.515884399414,0.371037989855,2.1730761528,0.591998279095,1.16376590729,0.726726591587,2.21487212181,0.551450967789,1.81156778336,0.460335850716,0.0,0.68129658699,0.752411544323,1.23285317421,0.0,0.854101777077,0.912558138371,0.978898942471,0.90712583065,0.459689378738,0.755393981934,0.721269905567,0.0,1.0
2.12638258934,0.945669531822,-0.236611843109,0.78848272562,-0.586295962334,1.05467391014,0.249512508512,0.690912544727,2.1730761528,0.980158686638,0.398323476315,-1.09266591072,2.21487212181,1.47908294201,-0.258337765932,1.33626282215,0.0,1.75959026814,1.25710237026,-1.6283788681,0.0,1.98840868473,1.40198349953,0.984945476055,1.42506563663,1.49962770939,1.16752815247,1.23913371563,1.0,0.0
0.752350389957,1.51154541969,1.74268114567,0.331261605024,1.02125573158,0.586011350155,0.201981455088,-0.529924511909,2.1730761528,0.458792328835,-0.882918357849,1.6932400465,0.0,0.600098073483,0.615501046181,-1.12409353256,1.27411222458,0.53038418293,1.0747140646,0.692923724651,0.0,0.994910180569,0.875432670116,0.989134967327,0.578210532665,0.41602987051,0.566004157066,0.582221269608,0.0,1.0
1.02887713909,-0.830849528313,-1.41624975204,0.457793205976,0.000545693037566,1.08288896084,-0.495140403509,-0.640248000622,2.1730761528,1.00584304333,-0.187414839864,0.352771252394,2.21487212181,0.977683961391,-0.311132162809,0.846986353397,0.0,1.07147824764,-2.37400698662,-0.940842866898,0.0,1.02909648418,1.07518422604,0.989783406258,0.837849020958,1.221326828,1.1475969553,1.00785899162,0.0,1.0
1.47029495239,-0.504570007324,-0.828651607037,0.713098406792,-1.73032915592,0.532787561417,0.310906767845,0.907118916512,2.1730761528,1.16322243214,-0.606076896191,0.518665373325,2.21487212181,0.494198441505,-0.491361409426,-1.26832473278,0.0,0.468802183867,0.618326961994,1.49477171898,0.0,0.486038357019,0.7931625247,1.02890455723,0.964609861374,0.689950406551,0.850032389164,0.681069672108,1.0,0.0
0.388162255287,-1.44250178337,-0.547334194183,0.267480403185,-1.01809597015,0.907644331455,0.452509611845,0.856670737267,1.0865380764,0.836628675461,-0.103876709938,1.30596876144,0.0,1.11677610874,0.245029777288,-1.18067657948,0.0,1.81460034847,0.542540132999,-0.205581575632,3.10196137428,0.864118278027,0.951113820076,0.98410910368,0.928949356079,1.1188365221,0.769590616226,0.702421188354,1.0,0.0
2.09984636307,0.400247007608,-1.52056372166,1.51278233528,-1.39351844788,2.01480913162,1.13576829433,0.432573646307,0.0,1.35434389114,1.0054320097,-0.899030208588,2.21487212181,0.659106850624,1.44291710854,0.805935919285,0.0,0.478538453579,-0.127049833536,-0.262737512589,3.10196137428,0.822158396244,0.8691162467,0.975651621819,0.921208739281,0.603942155838,1.07307708263,1.23508441448,0.0,1.0
